reference,system,r1_f
"gleich mehrere forscherteams haben trotz intensiver suche keine hinweise auf so genannte wimps entdeckt, die als topfavorit für die teilchen der dunklen materie gelten. sowohl das team des lux - detektors in south dakota als auch die wissenschaftler des chinesischen pendants pandax - ii sind bei ihren jüngsten messungen leer ausgegangen, berichten die forscher in zwei aktuellen veröffentlichungen. beide gruppen betreiben große, mit dem edelgas xenon gefüllte tanks in untergrundlaboren. mit hilfe ausgeklügelter elektronik könnten die forscher nachweisen, wenn ein wimp darin mit einem atomkern kollidiert. das lux - team hielt insgesamt 332tage ausschau nach solch einem ereignis, pandax - ii knapp 99tage. eigentlich sollten die hypothetischen, nur über die schwache","high energy physics ist eine fachzeitschrift für hochenergiephysik. sie erscheint zweijährlich im auftrag der american physical society und gibt verschiedene physikalische papers heraus, die unter anderem zur teilchenphysik, teilchenphysik oder seltener auch zur kosmologie bezogen sind. sie werden zusammengestellt und herausgegeben von der high energy physics association mit dem ziel, ein besseres verständnis der quantenmechanik zu fördern.",10.29
"europas eiszeitlandschaften umgibt ein rätsel : einerseits sagen alle klima - und vegetationsmodelle, dass europa auf dem höhepunkt der letzten eiszeit dicht bewaldet war. pollenanalysen in seen und anderen fundstätten zeichnen jedoch ein ganz anderes bild. große teile des kontinents waren damals offene steppe oder tundra, wälder gab es kaum. ein team um jed kaplan von der universität lausanne in der schweiz schlägt jetzt eine lösung für das rätsel der fehlenden bäume vor : der mensch habe sie angezündet. damit wäre europa das erste beispiel eines von menschen großflächig umgestalteten kontinents - und das bereits vor etwa 20000jahren. dass die wenigen gruppen von jägern und sammlern mit ihren begrenzten mitteln einen ganzen kontinent drastisch umgestalt","als vegetation wird in der archäologie und paläontologie die gesamtheit der lebensräume der menschen bezeichnet, die während der letzten kaltzeit ( lgm ) entstanden sind. ausgangspunkt der erforschung war vor allem die entwicklung der waldbedeckung. zu beginn der lgm-epoche ( ca. 26.000 v. chr. ) wandelten sich die waldbedeckungen um, was zu einer großflächigen veränderung der vegetation führte.",18.85
"sie essen dasselbe, heißen auf deutsch fast gleich und sind bei aller vermeintlichen ähnlichkeit doch kaum näher miteinander verwandt als marder und walross : der große und der kleine panda ( ailuropoda melanoleuca und ailurus fulgens ). die beiden eingefleischten bambusspezialisten haben sich allerdings im lauf ihrer evolutionsgeschichte verblüffende gemeinsamkeiten angeeignet. und heute ist das an ihren gene wunderbar abzulesen, berichten chinesische forscher. die arten gehören zwar beide zur säugetiergruppe der hundeartigen raubtiere, ihr letzter gemeinsamer vorfahre lebte aber schon vor fast 50millionenjahren. damit sind die beiden pandas nur ähnlich nahe verwandt wie frettchen und eisbär : während der große panda zu den echten bären zählt, haben zoologen den kleinen panda nach allerlei","unter behavioristischer konvergenz versteht man in der evolutionsbiologie die scheinbare rückkehr des phänotyps zur evolution, wenn individuen einer tier- oder pflanzenart, die sich auf eine besondere weise anpassen können, zueinander kommen. die konvergenz konnte in experimenten mit dem ziel verfolgt werden, herauszufinden, warum diese rückkehr zu einer evolutionären rückkehr führt, und wie diese rückkehr zu einer adaptiven, evolutionären rückkehr führt. die phäno",13.4
"während des späten miozäns vor etwa sechs bis neun millionen jahren lebte eine respektable gänseart namens garganornis ballmanni auf inseln im mittelmeer. sie wog rund 22kilogramm und war zirka 1, 5meter hoch, wenn sie stand - und würde damit wohl einige teenager überragen, wenn sie noch leben würde. paläontologen um marco pavia von der universität turin haben in italien knochen des riesengeflügels ausgegraben und können daraus weitere details aus dessen leben ermitteln. sehr wahrscheinlich handelte es sich bei dieser gans um eine reine inselart, denn die bisherigen fundorte waren zur damaligen zeit eilande im mittelmeer. wie typisch für isolierte entwicklungen, brachte auch garganornis ballmanni einige extreme anpassungen an ihren eingeschränkten","anseriformes ballmanni ist eine mittelgroße und bisher einzige beschriebene vogelart aus der gruppe der anseriformes. sie bewohnte das untere vorland der inseln neapel und zentralitalien und ernährte sich von leben auf inseln. die neue katalogbezeichnung bezieht sich auf die kleinstmögliche vertretung einer einzigen bisher beschriebenen art, der anseriform garganornis ballmanni.",18.39
"seit jahren warnen mediziner, dass die welt auf eine antibiotikakrise zusteuert, weil bakterien zunehmend resistent gegen die gebräuchlichen medikamente werden. in nevada starb nun eine über 70jahre alte frau an einer infektion mit klebsiella pneumoniae, gegen das keines der 26 in den usa zugelassenen antibiotika mehr wirkte. die patientin hatte den keim offensichtlich aus indien eingeschleppt, wo sie wegen einer akuten und schweren entzündung nach einem oberschenkelbruch längere zeit im krankenhaus liegen musste. im august 2016 wurde sie nach reno verlegt, wo man sie sofort auf einer isolierstation unterbrachte. dort starb sie schließlich an der infektion, nachdem selbst reserveantibiotika wie colistin nicht mehr anschlugen - diese mittel dürfen nur mit strenger indikation eingesetzt","beim delhi-metallo-beta-lactamase-test ( cdc-test ) wurde ein patient in einem intensivmedizinischen krankenhaus in der nähe von delhi von metallo-beta-lactamase ( ndm ) identifiziert, der sich an antibiotika und andere antimikrobielle wirkstoffe angepasst hat. das isolat wurde im rahmen eines medizinischen projektes in den usa, später auch in indien, eingesetzt. auf basis von studien der nasa und des amerikanischen medical research council wurde der krankenhausbefund im rah",19.15
"der steinkreis von stonehenge soll mit einer vierspurigen straße untertunnelt werden. entsprechende kontrovers diskutierte pläne hat die highway england, die für die planung zuständige organisation, nun fertig gestellt. durch diese maßnahme soll einerseits die chronische verkehrskrise auf der durchgangsstraßea303 gelindert werden, die london mit südwestengland verbindet und an dem prähistorischen bauwerk vorbeiführt. andererseits zerschneidet die straße derzeit wichtige teile der gesamtanlage, fachleute wünschen sich deswegen schon lange eine tunnellösung. die kritik an den regierungsplänen entzündet sich deswegen auch daran, dass der tunnel zu kurz sei : er führt nicht komplett unter dem gelände des weltkulturerbes hindurch. die bauarbeiten zu den tunneleinfahrten könnten deswegen weitere teile des monuments beschä","der a303 road ( auch world heritage site 303 ) ist ein bauwerk in stonehenge ( england ), großbritannien. es handelt sich um einen 2,5 km breiten und zwischen 3 und 5 km langen tunnel, der in den städten a303, a303 westlich von london und a303 westlich von amesbury in england verläuft. nach seiner bauzeit am 5. märz 2009 wurde der tunnel von der unesco als weltkulturerbestätte anerkannt. das ziel ist es, die barriere",15
"bereits 60millionenjahre nach der entstehung des sonnensystems hatte die erde ihren mond. zu diesem schluss kommt die geowissenschaftlerin mélanie barboni von der university of california in los angeles anhand von gesteinsproben der apollo - 14 - mission aus dem jahr1971. mit nun 4, 51milliardenjahren ist der mond damit einige zigmillionenjahre älter, als man ihm bisher zugestanden hat, und nur etwa 30millionenjahre jünger als die erde selbst. die belege stammen aus zirkonen, die einst nach der entstehung des mondes in seiner kruste auskristallisierten : sie alle zeigen nach angaben der forscherin das gleiche alter. auch auf der erde sind zirkone - kristalle aus zirkoniumsilikat - sehr beliebt zur altersbe","als mondalter oder mondphasenalter wird das alter des mondes bezeichnet, das durch den einschlag eines bestimmten asteroiden oder meteoriten entsteht. das mondalter unterscheidet sich von anderen geochronologischen bestimmungen dadurch, dass es zu viele unvollständige datensätze enthält, von denen nur das mondalter, das apollo-alter und die deutung von meteoritenrelevanten daten umfasst.",15.09
"das innerste der erde ist ein extremer ort : ein sechstel des gesamtvolumens unseres planeten steuert ein drittel zu dessen gesamtgewicht bei, und trotz temperaturen von etwa 6000grad celsius sorgt der extreme druck dafür, dass die vorherrschenden metalle des inneren erdkerns nicht schmelzen - er besitzt allerdings eine flüssige hülle. insgesamt besteht der kern zu 95prozent aus eisen und nickel ; die fehlenden prozentpunkte stellten geowissenschaftler jedoch lange vor ein rätsel : silizium oder sauerstoff, bisweilen auch kohlenstoff galten als führende kandidaten, welche die fehlende menge erklären sollten. japanische geowissenschaftler haben sich auf der letzten jahrestagung der american geophysical union in san francisco jedoch festgelegt, berichtet die bbc. silizium wäre dem","core-polarisation ( dt. „ nordamerikanische coronation “ ) ist die entdeckung eines möglicherweise vorhandenen elements im inneren des erdkerns. der name ist ein akronym, der die polarisation des erdmantels beschreibt. in der kern-polarisation hat sich nichts aus diesen elementen entwickelt. sie besteht vor allem aus nickel, eisen, nickel und eisen, die zu etwa 80 % des erdmantels entsprechen. da diese elemente in den erdmantel eingelagert sind",25.84
"im südwesten chinas sind wissenschaftler auf eine neue gibbonart gestoßen, die nun den namen skywalkerweißbrauengibbon trägt. dieser leite sich zum einen von den chinesischen schriftzeichen ab, die für die wissenschaftliche bezeichnung der tiere, hoolocktianxing, verwendet würden, erklären die forscher. so bedeuten die zeichen für tianxing übersetzt etwa himmelsbewegung. ein anderer grund für den ungewöhnlichen namen soll aber auch die liebe der wissenschaftler zum star wars - universum sein, schreibt zumindest die bbc, die mit studienautor samuel turvey von der zoological society of london sprach. in starwars spielen wiederholt charaktere die hauptrolle, die den nachnamen skywalker tragen. bislang unterteilten forscher die weißbrauengibbons, die sich unter","das hoolock-gibbon ( chinesisch 天眼, pinyin tiānxing, jyutping siu6jat6fu1 ), auch als himmelsbeobachter-gibbon bezeichnet, ist eine primatenart aus der gattung der gibbonen ( urticaceae ). es lebt im tropischen regenwald südwestchinas oder in den yunnan-provinz.",10.74
"alkohol aktiviert im gehirn bestimmte hirnzellen, die teil des hungersystems sind. das könnte erklären, warum sich der menschen nach einem feuchtfröhlichen abend gerne mal einen deftigen snack gönnt, meinen forscher um sarah cains vom francis crick institute in london. sie haben dazu eine untersuchung an mäusen gemacht. auch die tiere schlagen sich unter bestimmten bedingungen den magen voll, wenn man ihnen alkohol zu trinken gibt. dabei enthalten bier, wein und schnaps eigentlich selbst schon vergleichsweise viele kalorien und müssten eher ein sättigungsgefühl hervorrufen. dass das gegenteil der fall ist, könnte an der direkten wirkung des ethanols auf die so genannten agrp - neuronen liegen. sie befinden sich bei mensch und maus im hypothalamus und wirken dort",unter appetitvergiftung versteht man das auftreten von magersucht ( übergewicht ) und die damit einhergehenden körperlichen leistungs- und gesundheitsbeeinträchtigungen. das gegenteil ist die magersucht.,14.86
"seit dem weltklimabericht 2013 wird heftig diskutiert, ob es seit der jahrtausendwende nur eine verlangsamte erwärmung in den ozeanen gegeben habe ; manche sprachen sogar von einer regelrechten pause. diese these wurde nur zwei jahre später widerlegt. sie beruhte auf einem technischen artefakt und wurde auf veränderte messmethoden zurückgeführt : die daten von sensoren am kühlwasserzustrom von schiffen hätten demnach zu niedrige temperaturen widergegeben. die aufheizung der ozeane hätte anhand der korrigierten werte tatsächlich bei 0, 12grad celsius pro jahrzehnt gelegen und damit den anstiegen in der zeit davor wie danach entsprochen. auch diese studie wurde anschließend - vor allem von zweiflern am menschengemachten klimawandel - stark kritisiert, weil die begründung zu einfach klang. eine","die weltmeere-oberflächentemperatur ( engl. sea surface temperature, sst ) gibt die weltweite höhe der meeresoberfläche an. sie ist eine der fünf wärmeschwankungen der erdkruste im verlauf der letzten jahrtausende.",11.61
